"STATION","DATE","TAVG","TMIN","TMAX","PRCP","Tonnes","kgha"
"Indonesia",2019-02-01,26.5404071246819,21.6797858099063,32.2,215.747344110854,734795,470.7
"Indonesia",2020-12-01,26.5404071246819,21.6797858099063,30.42,215.747344110854,720660,477.6
"Indonesia",2020-11-01,26.5404071246819,21.6797858099063,32.59,215.747344110854,720660,477.6
"Indonesia",2020-05-01,26.5404071246819,21.6797858099063,32.77,215.747344110854,720660,477.6
"Indonesia",2020-06-01,26.5404071246819,21.6797858099063,32.51,215.747344110854,720660,477.6
"Indonesia",2020-08-01,26.5404071246819,21.6797858099063,34.35,215.747344110854,720660,477.6
"Indonesia",2020-07-01,26.5404071246819,21.6797858099063,32.56,215.747344110854,720660,477.6
"Indonesia",2020-09-01,26.5404071246819,21.6797858099063,34.26,215.747344110854,720660,477.6
"Indonesia",2020-01-01,26.5404071246819,21.6797858099063,31.12,215.747344110854,720660,477.6
"Indonesia",2021-07-01,26.5404071246819,21.6797858099063,32.25,215.747344110854,650611.69,457.9
"Indonesia",2021-11-01,26.5404071246819,21.6797858099063,32.24,215.747344110854,650611.69,457.9
"Indonesia",2021-05-01,26.5404071246819,21.6797858099063,32.84,215.747344110854,650611.69,457.9
"Indonesia",2021-06-01,26.5404071246819,21.6797858099063,33.04,215.747344110854,650611.69,457.9
"Indonesia",2021-08-01,26.5404071246819,21.6797858099063,33.46,215.747344110854,650611.69,457.9
"Indonesia",2021-04-01,26.5404071246819,21.6797858099063,32.05,215.747344110854,650611.69,457.9
"Indonesia",2021-10-01,26.5404071246819,21.6797858099063,33.11,215.747344110854,650611.69,457.9
"Indonesia",2021-03-01,26.5404071246819,21.6797858099063,31.1,215.747344110854,650611.69,457.9
"Indonesia",2021-01-01,26.5404071246819,21.6797858099063,30.16,215.747344110854,650611.69,457.9
"Indonesia",2021-12-01,26.5404071246819,21.6797858099063,30.34,215.747344110854,650611.69,457.9
"Indonesia",2021-09-01,26.5404071246819,21.6797858099063,32.84,215.747344110854,650611.69,457.9
"Indonesia",2022-05-01,26.5404071246819,21.6797858099063,32.63,215.747344110854,650611.69,457.9
"Indonesia",2022-08-01,26.5404071246819,21.6797858099063,32.9,215.747344110854,650611.69,457.9
"Indonesia",2022-06-01,26.5404071246819,21.6797858099063,32.05,215.747344110854,650611.69,457.9
"Indonesia",2022-01-01,26.5404071246819,21.6797858099063,30.39,215.747344110854,650611.69,457.9
"Indonesia",2022-02-01,26.5404071246819,21.6797858099063,30.97,215.747344110854,650611.69,457.9
"Indonesia",2022-11-01,26.5404071246819,21.6797858099063,31.97,215.747344110854,650611.69,457.9
"Indonesia",2022-10-01,26.5404071246819,21.6797858099063,32.36,215.747344110854,650611.69,457.9
"Indonesia",2022-07-01,26.5404071246819,21.6797858099063,32.68,215.747344110854,650611.69,457.9
"Indonesia",2022-09-01,26.5404071246819,21.6797858099063,33.09,215.747344110854,650611.69,457.9
"Indonesia",2022-04-01,26.5404071246819,21.6797858099063,32.51,215.747344110854,650611.69,457.9
"Indonesia",2022-03-01,26.5404071246819,21.6797858099063,31.65,215.747344110854,650611.69,457.9
"Indonesia",2023-08-01,26.5404071246819,21.6797858099063,33.98,215.747344110854,641741.02,454.9
"Indonesia",2023-11-01,26.5404071246819,21.6797858099063,34.07,215.747344110854,641741.02,454.9
"Indonesia",2023-04-01,26.5404071246819,21.6797858099063,32.16,215.747344110854,641741.02,454.9
"Indonesia",2023-07-01,26.5404071246819,21.6797858099063,32.73,215.747344110854,641741.02,454.9
"Indonesia",2023-10-01,26.5404071246819,21.6797858099063,35.89,215.747344110854,641741.02,454.9
"Indonesia",2023-05-01,26.5404071246819,21.6797858099063,33.32,215.747344110854,641741.02,454.9
"Indonesia",2024-04-01,26.5404071246819,21.6797858099063,32.46,215.747344110854,381425.612203245,536.695046968403
"Indonesia",2024-05-01,26.5404071246819,21.6797858099063,33.37,215.747344110854,381425.612203245,536.695046968403
"Indonesia",2024-09-01,26.5404071246819,21.6797858099063,34.81,215.747344110854,381425.612203245,536.695046968403
"Indonesia",2024-06-01,26.5404071246819,21.6797858099063,32.88,215.747344110854,381425.612203245,536.695046968403
"Indonesia",2024-07-01,26.5404071246819,21.6797858099063,33.08,215.747344110854,381425.612203245,536.695046968403
"Indonesia",2024-08-01,26.5404071246819,21.6797858099063,34.3,215.747344110854,381425.612203245,536.695046968403
"Ivory_Coast",1978-12-01,26.5404071246819,21.6797858099063,31.403045325779,123.9,318381,430.2
"Ivory_Coast",1978-11-01,26.32,23.07,29.58,13.4,318381,430.2
"Ivory_Coast",1978-10-01,26.5404071246819,21.6797858099063,31.403045325779,25.7,318381,430.2
"Ivory_Coast",1979-08-01,26.5404071246819,22.5,31.403045325779,92.9,397759,506.9
"Ivory_Coast",1979-03-01,26.5404071246819,21.6797858099063,31.403045325779,20,397759,506.9
"Ivory_Coast",1979-02-01,26.5404071246819,21.6797858099063,30.65,215.747344110854,397759,506.9
"Ivory_Coast",1979-09-01,25.27,22.93,27.61,66.2,397759,506.9
"Ivory_Coast",1979-05-01,26.86,23.54,30.19,200.5,397759,506.9
"Ivory_Coast",1979-04-01,27.91,24.35,31.48,12.9,397759,506.9
"Ivory_Coast",1979-11-01,26.5404071246819,21.6797858099063,29.87,195.5,397759,506.9
"Ivory_Coast",1979-01-01,26.5404071246819,21.6797858099063,30.63,215.747344110854,397759,506.9
"Ivory_Coast",1979-06-01,25.71,23.16,28.27,423.5,397759,506.9
"Ivory_Coast",1979-07-01,26.5404071246819,22.83,31.403045325779,53.7,397759,506.9
"Ivory_Coast",1979-10-01,25.95,23.52,28.38,221.2,397759,506.9
"Ivory_Coast",1980-02-01,26.5404071246819,21.6797858099063,30.68,4.1,417222,498.7
"Ivory_Coast",1980-07-01,26.5404071246819,21.6797858099063,26.85,32,417222,498.7
"Ivory_Coast",1980-03-01,27.27,23.68,30.86,15.5,417222,498.7
"Ivory_Coast",1980-05-01,26.5404071246819,21.6797858099063,31.403045325779,217.7,417222,498.7
"Ivory_Coast",1980-06-01,26.5404071246819,21.6797858099063,27.77,215.747344110854,417222,498.7
"Ivory_Coast",1980-12-01,26.5404071246819,21.6797858099063,31.403045325779,32,417222,498.7
"Ivory_Coast",1980-08-01,26.5404071246819,21.6797858099063,31.403045325779,32,417222,498.7
"Ivory_Coast",1980-04-01,26.5404071246819,21.6797858099063,31.403045325779,79.1,417222,498.7
"Ivory_Coast",1980-11-01,26.5404071246819,21.6797858099063,31.403045325779,285.4,417222,498.7
"Ivory_Coast",1980-10-01,26.5404071246819,21.6797858099063,28.63,215.747344110854,417222,498.7
"Ivory_Coast",1981-11-01,26.5404071246819,21.6797858099063,30.43,215.747344110854,464751,515.6
"Ivory_Coast",1981-12-01,26.5404071246819,23.15,31.403045325779,52.3,464751,515.6
"Ivory_Coast",1981-02-01,26.5404071246819,21.6797858099063,30.92,19.3,464751,515.6
"Ivory_Coast",1981-03-01,26.5404071246819,21.6797858099063,31.403045325779,48,464751,515.6
"Ivory_Coast",1981-06-01,26.5404071246819,23.64,31.403045325779,550.4,464751,515.6
"Ivory_Coast",1982-02-01,26.5404071246819,23.18,31.403045325779,215.747344110854,360445,378.2
"Ivory_Coast",1982-08-01,24.02,22.01,26.03,215.747344110854,360445,378.2
"Ivory_Coast",1982-05-01,26.5404071246819,21.6797858099063,31.403045325779,929.4,360445,378.2
"Ivory_Coast",1982-10-01,26.5404071246819,22.84,31.403045325779,215.747344110854,360445,378.2
"Ivory_Coast",1982-09-01,24.98,22.63,27.33,215.747344110854,360445,378.2
"Ivory_Coast",1982-11-01,26.2,23.05,29.35,215.747344110854,360445,378.2
"Ivory_Coast",1982-06-01,25.2,23.14,27.26,367.1,360445,378.2
"Ivory_Coast",1982-12-01,26.12,22.62,29.63,215.747344110854,360445,378.2
"Ivory_Coast",1983-02-01,27.57,23.44,31.71,215.747344110854,411081,431.5
"Ivory_Coast",1983-04-01,27.9,23.95,31.84,215.747344110854,411081,431.5
"Ivory_Coast",1983-07-01,24.65,22.39,26.91,215.747344110854,411081,431.5
"Ivory_Coast",1983-12-01,26.03,22.55,29.51,215.747344110854,411081,431.5
"Ivory_Coast",1983-08-01,24.5,22.03,26.96,215.747344110854,411081,431.5
"Ivory_Coast",1983-01-01,25.85,20.45,31.26,215.747344110854,411081,431.5
"Ivory_Coast",1983-11-01,26.24,23.13,29.34,215.747344110854,411081,431.5
"Ivory_Coast",1983-06-01,26.5404071246819,21.6797858099063,27.7,111.6,411081,431.5
"Ivory_Coast",1983-03-01,28.32,24.85,31.8,215.747344110854,411081,431.5
"Ivory_Coast",1983-10-01,26.18,23.31,29.05,128.3,411081,431.5
"Ivory_Coast",1983-05-01,26.86,23.9,29.81,215.747344110854,411081,431.5
"Ivory_Coast",1984-11-01,26.64,22.92,30.36,215.747344110854,565042,549.3
"Ivory_Coast",1984-12-01,26.88,22.59,31.17,215.747344110854,565042,549.3
"Ivory_Coast",1984-02-01,27.08,22.43,31.73,215.747344110854,565042,549.3
"Ivory_Coast",1984-01-01,26.55,22.77,30.34,215.747344110854,565042,549.3
"Ivory_Coast",1984-06-01,26.5404071246819,21.6797858099063,31.403045325779,318.1,565042,549.3
"Ivory_Coast",1984-03-01,26.5404071246819,21.6797858099063,31.81,215.747344110854,565042,549.3
"Ivory_Coast",1985-10-01,26.15,23.1,29.19,215.747344110854,555115,504.7
"Ivory_Coast",1985-01-01,26.5404071246819,21.6797858099063,30.95,215.747344110854,555115,504.7
"Ivory_Coast",1985-02-01,27.21,23.03,31.39,215.747344110854,555115,504.7
"Ivory_Coast",1985-07-01,26.5404071246819,21.6797858099063,28,215.747344110854,555115,504.7
"Ivory_Coast",1985-03-01,26.5404071246819,23.92,31.403045325779,215.747344110854,555115,504.7
"Ivory_Coast",1985-08-01,26.5404071246819,22.56,31.403045325779,215.747344110854,555115,504.7
"Ivory_Coast",1985-11-01,26.5404071246819,21.6797858099063,29.68,215.747344110854,555115,504.7
"Ivory_Coast",1985-09-01,26.5404071246819,22.68,31.403045325779,215.747344110854,555115,504.7
"Ivory_Coast",1985-12-01,26,21.75,30.24,215.747344110854,555115,504.7
"Ivory_Coast",1986-02-01,27.05,23.41,30.7,215.747344110854,610680,520.3
"Ivory_Coast",1986-03-01,26.5404071246819,21.6797858099063,30.79,215.747344110854,610680,520.3
"Ivory_Coast",1986-06-01,26.5404071246819,21.6797858099063,31.403045325779,279,610680,520.3
"Ivory_Coast",1986-04-01,26.5404071246819,21.6797858099063,31.04,215.747344110854,610680,520.3
"Ivory_Coast",1986-05-01,26.5404071246819,23.74,31.403045325779,215.747344110854,610680,520.3
"Ivory_Coast",1986-01-01,26.37,21.79,30.96,215.747344110854,610680,520.3
"Ivory_Coast",1986-11-01,26.11,23.08,29.13,215.747344110854,610680,520.3
"Ivory_Coast",1986-12-01,26.1,22.56,29.64,215.747344110854,610680,520.3
"Ivory_Coast",1986-08-01,24.59,21.95,27.22,215.747344110854,610680,520.3
"Ivory_Coast",1986-10-01,25.55,22.87,28.23,215.747344110854,610680,520.3
"Ivory_Coast",1986-07-01,24.5,22.27,26.73,215.747344110854,610680,520.3
"Ivory_Coast",1987-03-01,26.5404071246819,21.6797858099063,31.12,215.747344110854,664031,538.2
"Ivory_Coast",1987-05-01,27.83,24.7,30.96,216.9,664031,538.2
"Ivory_Coast",1987-01-01,26.89,23.65,30.13,215.747344110854,664031,538.2
"Ivory_Coast",1987-02-01,27.1,23.86,30.33,215.747344110854,664031,538.2
"Ivory_Coast",1987-06-01,26.3,23.88,28.72,215.747344110854,664031,538.2
"Ivory_Coast",1987-07-01,26.5404071246819,21.6797858099063,28.41,215.747344110854,664031,538.2
"Ivory_Coast",1988-11-01,26.5404071246819,21.6797858099063,30.47,215.747344110854,832177,531.2
"Ivory_Coast",1988-08-01,26.5404071246819,21.6797858099063,27.31,215.747344110854,832177,531.2
"Ivory_Coast",1988-07-01,25.46,22.79,28.13,215.747344110854,832177,531.2
"Ivory_Coast",1988-06-01,26.5404071246819,21.6797858099063,29.35,215.747344110854,832177,531.2
"Ivory_Coast",1989-09-01,26.5404071246819,22.43,31.403045325779,215.747344110854,780521,568.4
"Ivory_Coast",1989-10-01,26.5404071246819,22.83,31.403045325779,215.747344110854,780521,568.4
"Ivory_Coast",1989-08-01,26.5404071246819,21.6797858099063,27.39,215.747344110854,780521,568.4
"Ivory_Coast",1989-01-01,26.15,21.25,31.05,215.747344110854,780521,568.4
"Ivory_Coast",1989-11-01,26.5404071246819,23.2,31.403045325779,215.747344110854,780521,568.4
"Ivory_Coast",1989-03-01,26.5404071246819,21.6797858099063,31.26,215.747344110854,780521,568.4
"Ivory_Coast",1990-12-01,26.5404071246819,21.6797858099063,30.09,215.747344110854,807501,515.5
"Ivory_Coast",1990-06-01,26.5404071246819,21.6797858099063,28.92,215.747344110854,807501,515.5
"Ivory_Coast",1990-10-01,26.48,23.56,29.4,215.747344110854,807501,515.5
"Ivory_Coast",1990-03-01,28.58,24.58,32.58,215.747344110854,807501,515.5
"Ivory_Coast",1990-11-01,26.5404071246819,21.6797858099063,30.3,215.747344110854,807501,515.5
"Ivory_Coast",1990-08-01,26.5404071246819,22.09,31.403045325779,215.747344110854,807501,515.5
"Ivory_Coast",1990-04-01,27.87,23.95,31.8,215.747344110854,807501,515.5
"Ivory_Coast",1991-05-01,26.94,24,29.88,215.747344110854,764708,541.6
"Ivory_Coast",1992-02-01,26.5404071246819,21.6797858099063,31.66,215.747344110854,813009,560.7
"Ivory_Coast",1992-03-01,27.64,23.96,31.32,215.747344110854,813009,560.7
"Ivory_Coast",1992-05-01,26.63,23.82,29.45,215.747344110854,813009,560.7
"Ivory_Coast",1992-10-01,25.95,23.47,28.43,215.747344110854,813009,560.7
"Ivory_Coast",1992-09-01,26.5404071246819,21.6797858099063,27.46,215.747344110854,813009,560.7
"Ivory_Coast",1992-08-01,26.5404071246819,21.6797858099063,26.43,215.747344110854,813009,560.7
"Ivory_Coast",1993-05-01,26.5404071246819,21.6797858099063,30.44,215.747344110854,803799,563.7
"Ivory_Coast",1994-03-01,26.5404071246819,21.6797858099063,31.87,215.747344110854,808662,539.1
"Ivory_Coast",1994-09-01,26.5404071246819,21.6797858099063,27.42,215.747344110854,808662,539.1
"Ivory_Coast",1995-02-01,26.5404071246819,21.6797858099063,31.44,215.747344110854,1120000,589.5
"Ivory_Coast",1995-03-01,26.5404071246819,21.6797858099063,31.12,215.747344110854,1120000,589.5
"Ivory_Coast",1995-04-01,26.5404071246819,21.6797858099063,31.2,215.747344110854,1120000,589.5
"Ivory_Coast",1995-11-01,26.5404071246819,21.6797858099063,30.13,215.747344110854,1120000,589.5
"Ivory_Coast",1996-12-01,26.4,23.2,29.61,215.747344110854,1235300,601.7
"Ivory_Coast",1996-11-01,26.63,23.24,30.02,215.747344110854,1235300,601.7
"Ivory_Coast",1996-10-01,26.5404071246819,21.6797858099063,29.12,215.747344110854,1235300,601.7
"Ivory_Coast",1996-08-01,26.5404071246819,21.6797858099063,27.51,215.747344110854,1235300,601.7
"Ivory_Coast",1997-11-01,26.87,23.16,30.58,91.1,1119110,613.9
"Ivory_Coast",1997-06-01,26.5404071246819,21.6797858099063,27.91,215.747344110854,1119110,613.9
"Ivory_Coast",1998-07-01,25.84,23.27,28.41,215.747344110854,1201119,667.3
"Ivory_Coast",1998-02-01,28.84,24.95,32.73,215.747344110854,1201119,667.3
"Ivory_Coast",1998-11-01,26.88,23.12,30.65,147,1201119,667.3
"Ivory_Coast",1998-04-01,26.5404071246819,25.11,31.403045325779,108.5,1201119,667.3
"Ivory_Coast",1998-05-01,27.86,24.36,31.36,215.747344110854,1201119,667.3
"Ivory_Coast",1998-10-01,26.57,23.57,29.57,215.747344110854,1201119,667.3
"Ivory_Coast",1998-12-01,26.91,23.09,30.72,215.747344110854,1201119,667.3
"Ivory_Coast",1998-03-01,28.96,25.03,32.89,215.747344110854,1201119,667.3
"Ivory_Coast",1998-09-01,25.64,22.83,28.46,215.747344110854,1201119,667.3
"Ivory_Coast",1998-08-01,26.5404071246819,22.06,31.403045325779,215.747344110854,1201119,667.3
"Ivory_Coast",1999-04-01,27.37,23.38,31.35,215.747344110854,1163025,612.1
"Ivory_Coast",1999-01-01,26.5404071246819,21.6797858099063,31.59,215.747344110854,1163025,612.1
"Ivory_Coast",1999-03-01,27.47,23.35,31.59,215.747344110854,1163025,612.1
"Ivory_Coast",1999-06-01,26.5404071246819,22.79,31.403045325779,215.747344110854,1163025,612.1
"Ivory_Coast",1999-02-01,27.12,22.5,31.74,215.747344110854,1163025,612.1
"Ivory_Coast",2000-02-01,26.5404071246819,21.6797858099063,31.88,215.747344110854,1401101,700.6
"Ivory_Coast",2009-12-01,27.36,23.03,31.69,215.747344110854,1223153,562.1
"Ivory_Coast",2009-10-01,26.5404071246819,21.6797858099063,30.42,215.747344110854,1223153,562.1
"Ivory_Coast",2009-08-01,26.5404071246819,21.6797858099063,27.92,215.747344110854,1223153,562.1
"Ivory_Coast",2009-09-01,26.01,22.59,29.44,215.747344110854,1223153,562.1
"Ivory_Coast",2009-06-01,26.5404071246819,21.6797858099063,29.71,215.747344110854,1223153,562.1
"Ivory_Coast",2009-05-01,26.5404071246819,21.6797858099063,32.03,215.747344110854,1223153,562.1
"Ivory_Coast",2010-01-01,27.76,23.3,32.22,215.747344110854,1301347,571.1
"Ivory_Coast",2010-02-01,28.63,24.18,33.08,215.747344110854,1301347,571.1
"Ivory_Coast",2010-05-01,26.5404071246819,21.6797858099063,31.85,215.747344110854,1301347,571.1
"Ivory_Coast",2010-03-01,26.5404071246819,21.6797858099063,33.18,215.747344110854,1301347,571.1
"Ivory_Coast",2010-04-01,26.5404071246819,21.6797858099063,33.23,215.747344110854,1301347,571.1
"Ivory_Coast",2010-12-01,27.47,23.2,31.74,215.747344110854,1301347,571.1
"Ivory_Coast",2010-07-01,25.67,22.23,29.12,215.747344110854,1301347,571.1
"Ivory_Coast",2010-10-01,26.5404071246819,21.6797858099063,30.48,215.747344110854,1301347,571.1
"Ivory_Coast",2010-11-01,26.5404071246819,21.6797858099063,31.16,215.747344110854,1301347,571.1
"Ivory_Coast",2010-06-01,26.5404071246819,21.6797858099063,30.11,201.7,1301347,571.1
"Ivory_Coast",2011-06-01,26.5404071246819,21.6797858099063,29.58,215.747344110854,1511255,562.8
"Ivory_Coast",2011-02-01,28.13,23.28,32.98,215.747344110854,1511255,562.8
"Ivory_Coast",2011-09-01,26.5404071246819,21.6797858099063,28.67,215.747344110854,1511255,562.8
"Ivory_Coast",2011-07-01,25.68,22.92,28.45,215.747344110854,1511255,562.8
"Ivory_Coast",2011-01-01,26.5404071246819,21.6797858099063,32.61,215.747344110854,1511255,562.8
"Ivory_Coast",2011-08-01,25.4,22.7,28.09,215.747344110854,1511255,562.8
"Ivory_Coast",2011-12-01,26.5404071246819,21.6797858099063,30.45,215.747344110854,1511255,562.8
"Ivory_Coast",2011-11-01,27.2,23.54,30.87,215.747344110854,1511255,562.8
"Ivory_Coast",2011-10-01,26.48,23.34,29.61,215.747344110854,1511255,562.8
"Ivory_Coast",2012-11-01,26.5404071246819,21.6797858099063,30.63,215.747344110854,1485882,541.1
"Ivory_Coast",2012-02-01,27.18,23.14,31.21,215.747344110854,1485882,541.1
"Ivory_Coast",2012-09-01,26.5404071246819,21.6797858099063,29.33,215.747344110854,1485882,541.1
"Ivory_Coast",2012-04-01,26.5404071246819,21.6797858099063,31.82,215.747344110854,1485882,541.1
"Ivory_Coast",2012-01-01,26.5404071246819,21.6797858099063,31.84,215.747344110854,1485882,541.1
"Ivory_Coast",2012-05-01,26.5404071246819,21.6797858099063,30.85,215.747344110854,1485882,541.1
"Ivory_Coast",2012-10-01,26.5404071246819,21.6797858099063,29.64,215.747344110854,1485882,541.1
"Ivory_Coast",2012-03-01,28.29,23.93,32.65,215.747344110854,1485882,541.1
"Ivory_Coast",2012-06-01,26.53,23.42,29.64,215.747344110854,1485882,541.1
"Ivory_Coast",2012-08-01,25.43,22.61,28.25,215.747344110854,1485882,541.1
"Ivory_Coast",2012-12-01,27.16,23.14,31.18,215.747344110854,1485882,541.1
"Ivory_Coast",2012-07-01,25.88,22.87,28.88,215.747344110854,1485882,541.1
"Ivory_Coast",2013-08-01,26.5404071246819,21.6797858099063,27.81,215.747344110854,1448992,530.5
"Ivory_Coast",2013-05-01,26.5404071246819,21.6797858099063,31.47,215.747344110854,1448992,530.5
"Ivory_Coast",2013-02-01,26.5404071246819,21.6797858099063,32.54,215.747344110854,1448992,530.5
"Ivory_Coast",2013-11-01,26.5404071246819,21.6797858099063,30.7,215.747344110854,1448992,530.5
"Ivory_Coast",2013-01-01,26.5404071246819,21.6797858099063,32.58,215.747344110854,1448992,530.5
"Ivory_Coast",2013-10-01,26.71,23.07,30.35,215.747344110854,1448992,530.5
"Ivory_Coast",2013-03-01,26.5404071246819,21.6797858099063,32.78,215.747344110854,1448992,530.5
"Ivory_Coast",2013-12-01,27.09,22.97,31.21,215.747344110854,1448992,530.5
"Ivory_Coast",2013-09-01,26.5404071246819,21.6797858099063,28.7,215.747344110854,1448992,530.5
"Ivory_Coast",2013-06-01,26.5404071246819,21.6797858099063,29.17,215.747344110854,1448992,530.5
"Ivory_Coast",2013-04-01,26.5404071246819,21.6797858099063,32.93,215.747344110854,1448992,530.5
"Ivory_Coast",2014-03-01,28.49,23.98,33.01,215.747344110854,1637777.56,531
"Ivory_Coast",2014-02-01,28.06,23.66,32.47,215.747344110854,1637777.56,531
"Ivory_Coast",2014-10-01,26.69,23.79,29.6,215.747344110854,1637777.56,531
"Ivory_Coast",2014-11-01,26.5404071246819,21.6797858099063,30.19,215.747344110854,1637777.56,531
"Ivory_Coast",2014-07-01,25.72,23.34,28.1,215.747344110854,1637777.56,531
"Ivory_Coast",2014-01-01,27.78,23.55,32.01,215.747344110854,1637777.56,531
"Ivory_Coast",2014-09-01,26.5404071246819,21.6797858099063,29.03,215.747344110854,1637777.56,531
"Ivory_Coast",2014-08-01,25.62,22.52,28.71,215.747344110854,1637777.56,531
"Ivory_Coast",2015-09-01,26.5404071246819,21.6797858099063,28.1,215.747344110854,1796000,519.4
"Ivory_Coast",2015-10-01,26.5404071246819,21.6797858099063,29.91,215.747344110854,1796000,519.4
"Ivory_Coast",2015-08-01,26.5404071246819,21.6797858099063,27.18,215.747344110854,1796000,519.4
"Ivory_Coast",2015-11-01,26.5404071246819,21.6797858099063,30.3,215.747344110854,1796000,519.4
"Ivory_Coast",2015-04-01,26.5404071246819,21.6797858099063,31.72,215.747344110854,1796000,519.4
"Ivory_Coast",2015-12-01,26.5404071246819,21.6797858099063,31.63,215.747344110854,1796000,519.4
"Ivory_Coast",2015-01-01,26.5404071246819,21.6797858099063,31.67,215.747344110854,1796000,519.4
"Ivory_Coast",2015-06-01,26.5404071246819,21.6797858099063,28.14,376.9,1796000,519.4
"Ivory_Coast",2015-05-01,26.5404071246819,21.6797858099063,30.75,213.1,1796000,519.4
"Ivory_Coast",2016-09-01,26.5404071246819,21.6797858099063,27.72,215.747344110854,1634000,515.7
"Ivory_Coast",2016-02-01,26.5404071246819,21.6797858099063,32.04,215.747344110854,1634000,515.7
"Ivory_Coast",2016-04-01,26.5404071246819,21.6797858099063,32.18,215.747344110854,1634000,515.7
"Ivory_Coast",2016-01-01,26.5404071246819,21.6797858099063,31.53,215.747344110854,1634000,515.7
"Ivory_Coast",2016-10-01,26.5404071246819,21.6797858099063,29.62,215.747344110854,1634000,515.7
"Ivory_Coast",2016-05-01,26.5404071246819,21.6797858099063,30.07,215.747344110854,1634000,515.7
"Ivory_Coast",2017-01-01,26.5404071246819,21.6797858099063,31.65,215.747344110854,2034000,510.7
"Ivory_Coast",2017-05-01,26.5404071246819,21.6797858099063,31.01,215.747344110854,2034000,510.7
"Ivory_Coast",2017-11-01,26.5404071246819,21.6797858099063,31.403045325779,220.9,2034000,510.7
"Ivory_Coast",2017-02-01,26.5404071246819,21.6797858099063,31.42,215.747344110854,2034000,510.7
"Ivory_Coast",2018-01-01,27.41,23.75,31.07,215.747344110854,2113189,518.9
"Ivory_Coast",2018-07-01,25.7,23.29,28.1,215.747344110854,2113189,518.9
"Ivory_Coast",2018-04-01,27.59,24.17,31,215.747344110854,2113189,518.9
"Ivory_Coast",2018-08-01,25.31,22.62,28,215.747344110854,2113189,518.9
"Ivory_Coast",2018-03-01,26.5404071246819,24.31,31.403045325779,215.747344110854,2113189,518.9
"Ivory_Coast",2018-06-01,26.5404071246819,21.6797858099063,31.403045325779,418,2113189,518.9
"Ivory_Coast",2018-05-01,26.5404071246819,21.6797858099063,29.79,215.747344110854,2113189,518.9
"Ivory_Coast",2019-12-01,26.5404071246819,23.8,31.403045325779,215.747344110854,2235043,518.7
"Ivory_Coast",2019-01-01,26.5404071246819,24.52,31.403045325779,215.747344110854,2235043,518.7
"Ivory_Coast",2019-08-01,26.5404071246819,23.09,31.403045325779,215.747344110854,2235043,518.7
"Ivory_Coast",2019-11-01,26.5404071246819,23.6,31.403045325779,215.747344110854,2235043,518.7
"Ivory_Coast",2019-10-01,26.5404071246819,23.64,31.403045325779,215.747344110854,2235043,518.7
"Ivory_Coast",2019-07-01,26.5404071246819,23.21,31.403045325779,215.747344110854,2235043,518.7
"Ivory_Coast",2019-09-01,26.5404071246819,23.47,31.403045325779,215.747344110854,2235043,518.7
"Ivory_Coast",2020-02-01,26.5404071246819,24.99,31.403045325779,215.747344110854,2200000,510.5
"Ivory_Coast",2020-12-01,26.5404071246819,24.08,31.403045325779,215.747344110854,2200000,510.5
"Ivory_Coast",2020-04-01,26.5404071246819,24.59,31.403045325779,215.747344110854,2200000,510.5
"Ivory_Coast",2020-11-01,26.5404071246819,23.98,31.403045325779,215.747344110854,2200000,510.5
"Ivory_Coast",2020-08-01,26.5404071246819,22.59,31.403045325779,215.747344110854,2200000,510.5
"Ivory_Coast",2020-01-01,26.5404071246819,23.93,31.403045325779,215.747344110854,2200000,510.5
"Ivory_Coast",2020-09-01,26.5404071246819,21.6797858099063,31.403045325779,91.5,2200000,510.5
"Ivory_Coast",2020-03-01,26.5404071246819,24.97,31.403045325779,215.747344110854,2200000,510.5
"Ivory_Coast",2020-07-01,26.5404071246819,23.1,31.403045325779,215.747344110854,2200000,510.5
"Ivory_Coast",2021-08-01,26.5404071246819,23.18,31.403045325779,215.747344110854,2228459,504.6
"Ivory_Coast",2021-04-01,26.5404071246819,24.6,31.403045325779,215.747344110854,2228459,504.6
"Ivory_Coast",2021-06-01,26.5404071246819,21.6797858099063,31.403045325779,429.3,2228459,504.6
"Ivory_Coast",2021-10-01,26.5404071246819,24.5,31.403045325779,215.747344110854,2228459,504.6
"Ivory_Coast",2021-03-01,26.5404071246819,24.33,31.403045325779,215.747344110854,2228459,504.6
"Ivory_Coast",2021-07-01,26.5404071246819,23.75,31.403045325779,215.747344110854,2228459,504.6
"Ivory_Coast",2021-05-01,26.5404071246819,24.63,31.403045325779,215.747344110854,2228459,504.6
"Ivory_Coast",2021-12-01,26.5404071246819,21.6797858099063,31.66,215.747344110854,2228459,504.6
"Ivory_Coast",2021-09-01,26.5404071246819,23.27,31.403045325779,215.747344110854,2228459,504.6
"Ivory_Coast",2022-03-01,26.5404071246819,24.55,31.403045325779,215.747344110854,2358991,500.2
"Ivory_Coast",2022-12-01,27.17,23.45,30.9,215.747344110854,2358991,500.2
"Ivory_Coast",2022-02-01,26.5404071246819,24.73,31.403045325779,215.747344110854,2358991,500.2
"Ivory_Coast",2022-11-01,26.67,23.22,30.13,215.747344110854,2358991,500.2
"Ivory_Coast",2023-03-01,26.5404071246819,23.97,31.403045325779,215.747344110854,2377442.05,496.2
"Ivory_Coast",2023-02-01,26.5404071246819,24.74,31.403045325779,215.747344110854,2377442.05,496.2
